id,X,Y,M,V
1455,-300.0,-300.0,125.0,0.2
1456,200.0,400.0,25.0,0.2
1457,300.0,-400.0,50.0,1.0
1458,0.0,200.0,25.0,0.2
1459,200.0,100.0,50.0,1.0
1460,200.0,300.0,25.0,1.0
1461,200.0,-400.0,175.0,0.8
1462,-100.0,400.0,75.0,0.8
1463,0.0,300.0,150.0,0.6
1464,100.0,200.0,75.0,0.2
1465,0.0,-400.0,75.0,0.2
1466,-400.0,0.0,125.0,0.4
1467,300.0,300.0,25.0,0.4
1468,-400.0,300.0,150.0,0.2
1469,-200.0,100.0,125.0,0.4
1470,-300.0,-200.0,125.0,1.0
1471,-400.0,200.0,100.0,1.0
1472,300.0,200.0,50.0,0.8
1473,100.0,-300.0,75.0,0.4
1474,-200.0,100.0,25.0,0.8
1475,-300.0,0.0,25.0,0.2
1476,0.0,300.0,50.0,1.0
1477,200.0,-200.0,25.0,0.2
1478,-400.0,-400.0,75.0,0.8
1479,-200.0,-400.0,100.0,1.0
1480,200.0,0.0,175.0,0.2
1481,200.0,-100.0,75.0,0.8
1482,0.0,100.0,100.0,1.0
1483,-400.0,300.0,100.0,0.4
1484,200.0,-100.0,50.0,0.4
1485,200.0,300.0,175.0,0.4
1486,300.0,-300.0,25.0,0.6
1487,-100.0,-300.0,100.0,0.2
1488,-200.0,200.0,75.0,1.0
1489,-100.0,-200.0,125.0,0.6
1490,-100.0,-300.0,75.0,1.0
1491,200.0,300.0,175.0,0.8
1492,-300.0,-300.0,125.0,1.0
1493,300.0,200.0,150.0,0.2
1494,-100.0,300.0,100.0,0.2
1495,0.0,200.0,125.0,0.6
1496,200.0,0.0,150.0,0.2
1497,100.0,-400.0,25.0,0.8
1498,100.0,-300.0,75.0,0.2
1499,100.0,-200.0,100.0,0.8
1500,-200.0,200.0,150.0,0.6
1501,200.0,-100.0,125.0,0.6
1502,-400.0,200.0,150.0,0.8
1503,-400.0,0.0,100.0,1.0
1504,-100.0,-300.0,100.0,0.4
1505,-400.0,-100.0,175.0,0.2
1506,400.0,100.0,50.0,0.8
1507,-200.0,300.0,75.0,0.2
1508,-400.0,0.0,100.0,0.4
1509,-300.0,-100.0,125.0,0.4
1510,-100.0,-100.0,75.0,0.2
1511,-300.0,0.0,75.0,1.0
1512,-400.0,-200.0,50.0,0.8
1513,400.0,-300.0,50.0,0.2
1514,-300.0,-200.0,50.0,0.4
1515,-300.0,100.0,25.0,0.8
1516,200.0,-200.0,50.0,1.0
1517,100.0,-300.0,175.0,0.2
1518,300.0,-200.0,100.0,0.6
1519,-400.0,-300.0,25.0,1.0
1520,-200.0,0.0,50.0,0.8
1521,200.0,-200.0,25.0,1.0
1522,300.0,-300.0,75.0,0.8
1523,100.0,-300.0,175.0,0.4
1524,200.0,-400.0,75.0,1.0
1525,100.0,-200.0,175.0,0.8
1526,-100.0,100.0,125.0,0.8
1527,200.0,400.0,125.0,1.0
1528,-100.0,-300.0,100.0,1.0
1529,0.0,-100.0,25.0,0.4
1530,-100.0,-200.0,25.0,0.2
1531,-300.0,0.0,100.0,0.4
1532,200.0,100.0,25.0,0.6
1533,300.0,-100.0,50.0,0.2
1534,-300.0,-200.0,75.0,0.4
1535,-200.0,100.0,50.0,0.6
1536,300.0,-400.0,100.0,0.8
1537,-400.0,400.0,125.0,0.6
1538,100.0,200.0,150.0,1.0
1539,-100.0,400.0,50.0,0.6
1540,200.0,-300.0,25.0,0.2
1541,-300.0,400.0,50.0,0.4
1542,300.0,-200.0,75.0,0.6
1543,400.0,-300.0,175.0,0.2
1544,-100.0,200.0,100.0,0.6
1545,200.0,100.0,175.0,0.8
1546,100.0,300.0,175.0,0.6
1547,-100.0,0.0,25.0,0.2
1548,0.0,200.0,100.0,0.2
1549,200.0,300.0,150.0,0.4
1550,-400.0,100.0,50.0,1.0
1551,0.0,0.0,100.0,0.2
1552,400.0,400.0,125.0,0.8
1553,-200.0,-100.0,75.0,0.2
1554,100.0,-300.0,100.0,1.0
1555,200.0,100.0,25.0,1.0
1556,-200.0,-200.0,150.0,0.4
1557,-200.0,0.0,75.0,0.4
1558,-300.0,-200.0,150.0,0.2
1559,400.0,300.0,50.0,0.8
1560,200.0,-400.0,150.0,0.6
1561,400.0,-300.0,175.0,0.6
1562,100.0,0.0,125.0,0.6
1563,100.0,200.0,25.0,1.0
1564,0.0,-300.0,50.0,0.2
1565,0.0,-100.0,150.0,0.8
1566,-100.0,400.0,100.0,0.8
1567,-400.0,-300.0,150.0,0.2
1568,400.0,-300.0,150.0,0.4
1569,100.0,100.0,100.0,0.4
1570,-300.0,0.0,50.0,1.0
1571,400.0,400.0,100.0,0.2
1572,-100.0,300.0,125.0,0.4
1573,100.0,100.0,50.0,0.2
1574,-100.0,-300.0,175.0,0.2
1575,100.0,-100.0,150.0,1.0
1576,-400.0,-100.0,100.0,0.6
1577,200.0,-200.0,75.0,1.0
1578,200.0,0.0,175.0,0.8
1579,100.0,400.0,25.0,0.8
1580,-400.0,0.0,100.0,0.8
1581,-400.0,0.0,125.0,0.8
1582,300.0,200.0,150.0,0.6
1583,300.0,-100.0,50.0,1.0
1584,-100.0,-100.0,175.0,1.0
1585,-300.0,0.0,150.0,0.8
1586,-300.0,100.0,75.0,0.4
1587,100.0,-300.0,50.0,0.6
1588,0.0,200.0,25.0,0.4
1589,-300.0,-200.0,125.0,0.8
1590,300.0,-200.0,150.0,0.6
1591,100.0,0.0,25.0,0.4
1592,300.0,100.0,125.0,0.6
1593,-300.0,-300.0,75.0,0.8
1594,300.0,300.0,75.0,0.6
1595,400.0,-300.0,25.0,0.8
1596,-300.0,400.0,125.0,1.0
1597,-200.0,-400.0,25.0,0.8
1598,200.0,200.0,100.0,1.0
1599,-300.0,200.0,50.0,0.2
1600,0.0,-300.0,50.0,1.0
1601,-300.0,-300.0,125.0,0.4
1602,-100.0,-400.0,25.0,0.6
1603,300.0,-400.0,175.0,0.4
1604,200.0,200.0,125.0,0.2
1605,300.0,-100.0,125.0,0.6
1606,400.0,200.0,150.0,0.2
1607,100.0,-400.0,25.0,0.4
1608,-100.0,-300.0,25.0,0.6
1609,200.0,200.0,50.0,0.4
1610,400.0,-300.0,75.0,0.6
1611,300.0,100.0,175.0,0.6
1612,0.0,-100.0,50.0,0.2
1613,-400.0,-200.0,50.0,0.2
1614,-100.0,-200.0,150.0,0.2
1615,100.0,0.0,100.0,0.4
1616,-100.0,400.0,50.0,1.0
1617,0.0,-100.0,75.0,0.4
1618,0.0,200.0,50.0,1.0
1619,-100.0,-400.0,150.0,1.0
1620,300.0,400.0,150.0,1.0
1621,-400.0,200.0,175.0,1.0
1622,-300.0,-300.0,50.0,1.0
1623,200.0,400.0,100.0,0.8
1624,-200.0,400.0,50.0,1.0
1625,-200.0,-100.0,175.0,0.6
1626,400.0,-300.0,50.0,1.0
1627,400.0,-300.0,100.0,1.0
1628,-200.0,200.0,125.0,0.6
1629,-200.0,0.0,125.0,0.6
1630,0.0,-300.0,175.0,0.6
1631,0.0,-300.0,25.0,0.4
1632,0.0,200.0,175.0,0.4
1633,300.0,300.0,25.0,1.0
1634,400.0,100.0,150.0,0.2
1635,-300.0,-300.0,100.0,0.6
1636,100.0,300.0,150.0,0.2
1637,0.0,300.0,50.0,0.2
1638,0.0,200.0,175.0,0.6
1639,400.0,-200.0,50.0,0.4
1640,-100.0,-300.0,125.0,0.8
1641,200.0,-400.0,100.0,1.0
1642,-100.0,-400.0,175.0,0.4
1643,200.0,-400.0,25.0,0.2
1644,-200.0,400.0,100.0,0.6
1645,100.0,-200.0,75.0,0.8
1646,400.0,-400.0,175.0,0.6
1647,200.0,-400.0,50.0,0.4
1648,100.0,100.0,25.0,0.2
1649,-300.0,100.0,175.0,0.6
1650,-400.0,400.0,150.0,0.6
1651,100.0,100.0,100.0,0.2
1652,-200.0,200.0,125.0,0.2
1653,300.0,100.0,100.0,0.2
1654,200.0,-200.0,125.0,1.0
1655,-300.0,-100.0,150.0,0.6
1656,-400.0,0.0,75.0,0.8
1657,-400.0,-200.0,100.0,1.0
1658,0.0,300.0,125.0,0.2
1659,100.0,-400.0,150.0,0.6
1660,-400.0,-200.0,75.0,0.8
1661,0.0,-300.0,25.0,0.8
1662,200.0,-200.0,100.0,0.4
1663,0.0,-300.0,125.0,0.4
1664,-400.0,100.0,175.0,0.6
1665,100.0,300.0,125.0,0.8
1666,-100.0,-100.0,50.0,0.2
1667,400.0,-100.0,150.0,0.6
1668,200.0,-100.0,125.0,0.8
1669,200.0,100.0,150.0,0.2
1670,-300.0,-300.0,75.0,1.0
1671,200.0,400.0,150.0,0.6
1672,200.0,0.0,25.0,0.4
1673,-100.0,-200.0,175.0,0.8
1674,300.0,400.0,100.0,0.2
1675,-100.0,200.0,150.0,0.4
1676,200.0,200.0,125.0,0.4
1677,0.0,-100.0,50.0,0.8
1678,300.0,0.0,75.0,1.0
1679,-400.0,300.0,25.0,0.2
1680,300.0,-400.0,125.0,0.8
1681,200.0,100.0,25.0,0.2
1682,400.0,100.0,125.0,0.4
1683,100.0,-100.0,175.0,0.4
1684,400.0,400.0,75.0,0.8
1685,300.0,-400.0,75.0,0.2
1686,-100.0,300.0,50.0,0.2
1687,100.0,200.0,125.0,1.0
1688,-200.0,0.0,50.0,0.4
1689,400.0,300.0,75.0,0.4
1690,300.0,-200.0,100.0,0.8
1691,300.0,-400.0,50.0,0.8
1692,-400.0,200.0,150.0,0.4
1693,-400.0,-300.0,100.0,0.6
1694,100.0,-200.0,150.0,0.4
1695,100.0,-200.0,50.0,0.2
1696,-200.0,-400.0,100.0,0.6
1697,100.0,-100.0,50.0,0.4
1698,-100.0,300.0,75.0,0.6
1699,300.0,-300.0,175.0,0.4
1700,-400.0,-300.0,75.0,0.2
1701,-200.0,-200.0,150.0,0.6
1702,-200.0,-100.0,100.0,0.6
1703,300.0,200.0,100.0,0.2
1704,-100.0,300.0,25.0,0.2
1705,300.0,100.0,50.0,0.2
1706,-100.0,-200.0,175.0,0.4
1707,0.0,-200.0,125.0,0.2
1708,300.0,-100.0,125.0,1.0
1709,-300.0,-400.0,175.0,0.4
1710,300.0,400.0,150.0,0.8
1711,-400.0,-300.0,175.0,0.8
1712,-400.0,100.0,150.0,0.6
1713,200.0,300.0,125.0,0.2
1714,400.0,400.0,50.0,0.8
1715,-100.0,400.0,100.0,0.4
1716,-200.0,-200.0,100.0,0.2
1717,200.0,400.0,50.0,0.6
1718,-200.0,300.0,50.0,0.6
1719,400.0,-300.0,25.0,1.0
1720,0.0,-100.0,50.0,0.6
1721,400.0,200.0,175.0,0.2
1722,-200.0,0.0,25.0,0.8
1723,300.0,-400.0,50.0,0.4
1724,0.0,-400.0,175.0,0.4
1725,-200.0,400.0,75.0,1.0
1726,400.0,-200.0,50.0,0.6
1727,300.0,-400.0,100.0,0.6
1728,100.0,400.0,150.0,0.6
1729,100.0,0.0,25.0,0.8
1730,0.0,300.0,150.0,0.2
1731,-200.0,-400.0,75.0,0.8
1732,400.0,400.0,125.0,0.6
1733,400.0,400.0,125.0,1.0
1734,-400.0,0.0,75.0,1.0
1735,0.0,100.0,125.0,0.2
1736,200.0,-400.0,25.0,0.6
1737,400.0,200.0,50.0,1.0
1738,300.0,400.0,100.0,1.0
1739,300.0,300.0,75.0,1.0
1740,-400.0,200.0,100.0,0.4
1741,0.0,300.0,100.0,1.0
1742,-100.0,200.0,75.0,0.6
1743,200.0,300.0,25.0,0.2
1744,0.0,-200.0,50.0,0.4
1745,100.0,400.0,175.0,0.8
1746,-100.0,300.0,100.0,1.0
1747,200.0,0.0,150.0,1.0
1748,-300.0,300.0,100.0,0.6
1749,-400.0,-400.0,125.0,0.2
1750,-400.0,0.0,150.0,0.4
1751,300.0,-300.0,50.0,1.0
1752,200.0,0.0,25.0,0.2
1753,0.0,-300.0,25.0,0.2
1754,0.0,300.0,100.0,0.6
1755,200.0,-200.0,75.0,0.2
1756,300.0,100.0,175.0,1.0
1757,300.0,-300.0,25.0,1.0
1758,-300.0,200.0,125.0,1.0
1759,0.0,200.0,75.0,0.2
1760,-200.0,-200.0,100.0,0.8
1761,100.0,300.0,50.0,0.6
1762,0.0,100.0,25.0,0.6
1763,100.0,-200.0,50.0,1.0
1764,-400.0,400.0,75.0,1.0
1765,-100.0,200.0,75.0,0.8
1766,-100.0,-100.0,75.0,0.8
1767,400.0,-100.0,175.0,0.8
1768,-200.0,200.0,75.0,0.8
1769,300.0,0.0,75.0,0.6
1770,0.0,-200.0,100.0,1.0
1771,-400.0,0.0,150.0,0.8
1772,-400.0,-100.0,100.0,0.4
1773,300.0,0.0,100.0,0.8
1774,300.0,100.0,125.0,0.8
1775,400.0,0.0,100.0,0.8
1776,100.0,-200.0,175.0,0.6
1777,300.0,100.0,125.0,1.0
1778,0.0,100.0,25.0,0.4
1779,100.0,400.0,50.0,0.6
1780,100.0,-300.0,125.0,0.2
1781,-400.0,0.0,25.0,0.8
1782,-400.0,400.0,25.0,1.0
1783,-200.0,300.0,25.0,1.0
1784,400.0,-100.0,150.0,0.4
1785,-100.0,200.0,125.0,1.0
1786,-300.0,300.0,175.0,0.2
1787,-300.0,-100.0,25.0,1.0
1788,-300.0,-300.0,25.0,0.4
1789,200.0,100.0,175.0,1.0
1790,200.0,-300.0,150.0,0.6
1791,200.0,400.0,175.0,0.6
1792,-100.0,300.0,175.0,0.6
1793,400.0,0.0,75.0,0.8
1794,200.0,-200.0,150.0,0.4
1795,400.0,200.0,75.0,1.0
1796,-200.0,-200.0,175.0,1.0
1797,-100.0,-300.0,150.0,0.2
1798,-300.0,100.0,100.0,0.6
1799,400.0,200.0,25.0,0.8
1800,100.0,-100.0,125.0,0.2
1801,-400.0,100.0,25.0,1.0
1802,400.0,-200.0,100.0,0.8
1803,100.0,-400.0,75.0,0.2
1804,-100.0,0.0,175.0,0.6
1805,300.0,100.0,100.0,1.0
1806,-300.0,300.0,50.0,0.6
1807,-200.0,-400.0,175.0,0.6
1808,-300.0,200.0,125.0,0.6
1809,-100.0,400.0,75.0,1.0
1810,100.0,-100.0,50.0,0.6
1811,100.0,0.0,150.0,0.6
1812,-100.0,100.0,50.0,0.6
1813,200.0,100.0,25.0,0.8
1814,200.0,0.0,175.0,0.4
1815,200.0,-100.0,150.0,0.8
1816,-100.0,200.0,75.0,0.4
1817,300.0,200.0,25.0,0.6
1818,100.0,400.0,125.0,0.4
1819,-400.0,-200.0,75.0,0.2
1820,300.0,0.0,150.0,0.8
1821,100.0,-400.0,150.0,0.4
1822,-100.0,-300.0,50.0,0.6
1823,-300.0,300.0,25.0,0.6
1824,300.0,-100.0,150.0,0.6
1825,200.0,0.0,75.0,0.8
1826,200.0,-400.0,25.0,0.8
1827,-100.0,-100.0,175.0,0.8
1828,-100.0,0.0,125.0,0.8
1829,-400.0,100.0,150.0,0.2
1830,-200.0,400.0,75.0,0.4
1831,-100.0,-300.0,25.0,0.4
1832,-200.0,100.0,100.0,0.4
1833,0.0,100.0,25.0,1.0
1834,100.0,300.0,100.0,0.2
1835,-300.0,-300.0,100.0,1.0
1836,-400.0,-200.0,125.0,0.6
1837,200.0,-200.0,150.0,0.2
1838,400.0,-300.0,125.0,1.0
1839,100.0,200.0,150.0,0.4
1840,-400.0,-400.0,125.0,0.8
1841,200.0,300.0,100.0,0.2
1842,-200.0,400.0,25.0,0.6
1843,0.0,300.0,100.0,0.4
1844,0.0,200.0,25.0,0.8
1845,0.0,-400.0,150.0,0.6
1846,-200.0,100.0,25.0,1.0
1847,400.0,100.0,100.0,1.0
1848,100.0,0.0,75.0,1.0
1849,-200.0,-200.0,75.0,1.0
1850,-300.0,-300.0,125.0,0.8
1851,-400.0,-400.0,25.0,1.0
1852,100.0,200.0,75.0,0.4
1853,400.0,-300.0,50.0,0.6
1854,-100.0,0.0,25.0,1.0
1855,-300.0,-400.0,25.0,0.2
1856,-200.0,-300.0,100.0,1.0
1857,-100.0,-300.0,25.0,0.2
1858,-400.0,-400.0,175.0,1.0
1859,-100.0,-200.0,25.0,1.0
1860,-200.0,100.0,75.0,0.8
1861,-300.0,-200.0,100.0,0.2
1862,300.0,-200.0,175.0,0.6
1863,-300.0,400.0,25.0,0.8
1864,-400.0,0.0,150.0,0.6
1865,-300.0,-100.0,75.0,0.4
1866,-300.0,-100.0,25.0,0.8
1867,100.0,-300.0,175.0,0.6
1868,-100.0,100.0,100.0,0.2
1869,200.0,-200.0,50.0,0.6
1870,-400.0,400.0,175.0,0.4
1871,-100.0,100.0,75.0,1.0
1872,-400.0,400.0,25.0,0.2
1873,-300.0,-200.0,75.0,0.2
1874,-200.0,-300.0,125.0,1.0
1875,-300.0,400.0,175.0,1.0
1876,-200.0,-400.0,75.0,0.6
1877,-400.0,100.0,25.0,0.6
1878,-300.0,100.0,125.0,0.6
1879,-400.0,400.0,25.0,0.4
1880,300.0,-300.0,50.0,0.8
1881,400.0,0.0,50.0,0.2
1882,-300.0,300.0,100.0,0.4
1883,100.0,-300.0,100.0,0.4
1884,-100.0,-400.0,50.0,0.2
1885,-100.0,400.0,125.0,0.6
1886,-100.0,-100.0,150.0,1.0
1887,0.0,-300.0,150.0,0.2
1888,-200.0,300.0,75.0,0.8
1889,200.0,0.0,100.0,1.0
1890,400.0,-400.0,125.0,1.0
1891,400.0,-100.0,75.0,1.0
1892,200.0,0.0,75.0,0.6
1893,400.0,300.0,25.0,0.4
1894,-100.0,-300.0,175.0,0.4
1895,-200.0,200.0,175.0,1.0
1896,-300.0,-200.0,50.0,0.2
1897,200.0,0.0,50.0,1.0
1898,-400.0,-100.0,50.0,1.0
1899,400.0,-300.0,25.0,0.6
1900,300.0,-400.0,50.0,0.2
1901,-400.0,-200.0,25.0,0.8
1902,-300.0,400.0,25.0,0.4
1903,400.0,200.0,175.0,0.8
1904,400.0,100.0,75.0,0.6
1905,300.0,400.0,175.0,1.0
1906,200.0,-200.0,150.0,1.0
1907,-400.0,100.0,100.0,0.2
1908,400.0,100.0,25.0,0.6
1909,0.0,-300.0,75.0,0.8
1910,300.0,-100.0,175.0,0.4
1911,0.0,0.0,50.0,0.6
1912,200.0,100.0,175.0,0.4
1913,-100.0,-400.0,125.0,0.2
1914,-300.0,400.0,50.0,0.8
1915,400.0,-100.0,125.0,0.6
1916,-300.0,-300.0,25.0,0.8
1917,100.0,300.0,25.0,0.8
1918,100.0,300.0,150.0,0.6
1919,100.0,-200.0,100.0,1.0
1920,200.0,400.0,150.0,1.0
1921,200.0,-400.0,50.0,1.0
1922,-400.0,-300.0,75.0,0.8
1923,100.0,200.0,50.0,1.0
1924,400.0,200.0,100.0,0.8
1925,-100.0,100.0,100.0,0.6
1926,-400.0,400.0,50.0,1.0
1927,300.0,0.0,50.0,0.2
1928,300.0,-200.0,75.0,0.2
1929,-200.0,0.0,25.0,0.6
1930,-200.0,-200.0,125.0,0.2
1931,0.0,-400.0,25.0,0.6
1932,0.0,-200.0,150.0,0.4
1933,300.0,-300.0,150.0,0.8
1934,-100.0,-400.0,150.0,0.4
1935,-300.0,-400.0,125.0,1.0
1936,300.0,-200.0,150.0,0.8
1937,400.0,0.0,50.0,0.4
1938,400.0,-100.0,125.0,1.0
1939,0.0,-200.0,100.0,0.4
1940,400.0,100.0,150.0,0.4
1941,-100.0,-200.0,75.0,0.8
1942,-300.0,0.0,50.0,0.2
1943,400.0,-100.0,175.0,1.0
1944,-100.0,-300.0,75.0,0.4
1945,0.0,100.0,175.0,1.0
1946,200.0,300.0,75.0,0.6
1947,-200.0,-300.0,75.0,0.8
1948,200.0,-300.0,100.0,0.2
1949,-300.0,300.0,25.0,1.0
1950,300.0,200.0,75.0,1.0
1951,100.0,-300.0,175.0,1.0
1952,-200.0,-400.0,75.0,0.2
1953,0.0,200.0,25.0,1.0
1954,400.0,0.0,175.0,0.4
1955,-400.0,-200.0,50.0,0.6
1956,200.0,100.0,75.0,0.4
1957,-300.0,300.0,100.0,0.2
1958,-300.0,0.0,50.0,0.4
1959,100.0,-300.0,125.0,0.4
1960,200.0,300.0,175.0,1.0
1961,200.0,100.0,100.0,0.6
1962,300.0,-300.0,100.0,0.2
1963,200.0,-100.0,125.0,1.0
1964,-200.0,-400.0,125.0,0.6
1965,-100.0,300.0,175.0,1.0
1966,-300.0,-100.0,175.0,0.6
1967,300.0,-400.0,75.0,0.6
1968,400.0,400.0,150.0,0.2
1969,0.0,100.0,175.0,0.4
1970,200.0,-200.0,25.0,0.4
1971,-300.0,400.0,125.0,0.4
1972,400.0,0.0,75.0,0.4
1973,-300.0,300.0,175.0,0.4
1974,400.0,-300.0,150.0,0.2
1975,300.0,0.0,50.0,0.8
1976,0.0,-200.0,75.0,0.6
1977,-300.0,200.0,25.0,0.8
1978,-300.0,-200.0,150.0,0.6
1979,300.0,-200.0,50.0,0.2
1980,300.0,200.0,25.0,0.2
1981,-300.0,-200.0,150.0,0.4
1982,0.0,100.0,75.0,0.6
1983,-300.0,400.0,75.0,0.8
1984,-300.0,300.0,150.0,0.8
1985,-100.0,200.0,125.0,0.2
1986,-200.0,-300.0,125.0,0.4
1987,-200.0,300.0,50.0,1.0
1988,-400.0,200.0,175.0,0.8
1989,0.0,300.0,75.0,1.0
1990,300.0,300.0,125.0,1.0
1991,300.0,-200.0,50.0,1.0
1992,100.0,400.0,25.0,1.0
1993,0.0,200.0,175.0,1.0
1994,300.0,200.0,100.0,0.6
1995,0.0,0.0,75.0,0.6
1996,0.0,-200.0,175.0,0.4
1997,100.0,300.0,100.0,0.8
1998,-200.0,200.0,50.0,0.8
1999,200.0,300.0,125.0,0.8
2000,0.0,-100.0,150.0,0.4
2001,400.0,-400.0,175.0,0.8
2002,200.0,400.0,25.0,0.6
2003,-300.0,-400.0,100.0,1.0
2004,300.0,-100.0,75.0,0.2
2005,-300.0,100.0,100.0,1.0
2006,0.0,-400.0,125.0,0.2
2007,200.0,-200.0,100.0,0.8
2008,0.0,300.0,150.0,1.0
2009,200.0,-300.0,175.0,1.0
2010,0.0,0.0,125.0,0.2
2011,200.0,200.0,25.0,1.0
2012,100.0,200.0,50.0,0.2
2013,0.0,0.0,125.0,0.4
2014,-100.0,-400.0,75.0,0.4
2015,400.0,300.0,100.0,1.0
2016,-400.0,-400.0,50.0,0.8
2017,300.0,100.0,25.0,1.0
2018,-100.0,-100.0,25.0,0.2
2019,100.0,300.0,75.0,1.0
2020,-300.0,0.0,75.0,0.2
2021,-400.0,-100.0,25.0,0.2
2022,-300.0,-300.0,50.0,0.6
2023,-100.0,-200.0,175.0,0.6
2024,-200.0,-400.0,25.0,0.4
2025,0.0,-100.0,150.0,0.6
2026,100.0,300.0,75.0,0.6
2027,-100.0,-400.0,100.0,0.6
2028,-400.0,-200.0,75.0,1.0
2029,0.0,300.0,25.0,0.4
2030,-100.0,400.0,150.0,0.6
2031,-200.0,400.0,175.0,1.0
2032,-300.0,300.0,75.0,1.0
2033,300.0,-200.0,150.0,1.0
2034,300.0,300.0,175.0,0.8
2035,400.0,-200.0,175.0,0.6
2036,-400.0,-200.0,50.0,1.0
2037,-300.0,-100.0,25.0,0.4
2038,400.0,-400.0,100.0,0.2
2039,0.0,0.0,25.0,0.6
2040,-400.0,-200.0,25.0,0.4
2041,-400.0,-100.0,75.0,0.4
2042,400.0,300.0,100.0,0.8
2043,-300.0,200.0,150.0,0.2
2044,400.0,-400.0,25.0,0.4
2045,-400.0,-100.0,25.0,0.8
2046,0.0,-100.0,75.0,1.0
2047,0.0,100.0,175.0,0.2
2048,-400.0,300.0,75.0,1.0
2049,-200.0,300.0,150.0,0.4
2050,200.0,-200.0,50.0,0.4
2051,100.0,-300.0,75.0,0.8
2052,100.0,-100.0,25.0,0.6
2053,-200.0,100.0,100.0,0.8
2054,-200.0,100.0,175.0,0.2
2055,-300.0,-100.0,150.0,0.8
2056,-200.0,300.0,100.0,1.0
2057,400.0,-100.0,175.0,0.2
2058,400.0,0.0,50.0,0.8
2059,-400.0,300.0,125.0,0.6
2060,-400.0,100.0,25.0,0.4
2061,100.0,-400.0,125.0,0.6
2062,100.0,0.0,100.0,0.6
2063,300.0,-300.0,75.0,1.0
2064,-300.0,200.0,25.0,0.4
2065,-200.0,200.0,50.0,0.2
2066,-400.0,200.0,100.0,0.8
2067,300.0,0.0,150.0,0.6
2068,100.0,0.0,175.0,1.0
2069,-100.0,300.0,75.0,0.8
2070,-300.0,-200.0,100.0,1.0
2071,-400.0,-300.0,125.0,0.2
2072,-200.0,0.0,50.0,1.0
2073,0.0,-400.0,50.0,0.6
2074,-400.0,400.0,50.0,0.4
2075,-400.0,-400.0,50.0,0.2
2076,300.0,400.0,75.0,0.4
2077,300.0,100.0,150.0,0.4
2078,-200.0,-100.0,75.0,1.0
2079,-300.0,0.0,75.0,0.6
2080,-400.0,200.0,125.0,0.2
2081,400.0,400.0,125.0,0.2
2082,300.0,-200.0,150.0,0.4
2083,-200.0,-300.0,75.0,0.6
2084,200.0,400.0,125.0,0.8
2085,100.0,-300.0,150.0,0.6
2086,100.0,-300.0,25.0,0.4
2087,300.0,200.0,125.0,0.4
2088,-100.0,-100.0,100.0,0.4
2089,300.0,0.0,75.0,0.4
2090,-400.0,0.0,25.0,0.4
2091,-200.0,100.0,100.0,1.0
2092,400.0,0.0,175.0,0.6
2093,-400.0,100.0,50.0,0.6
2094,100.0,-400.0,175.0,0.2
2095,-400.0,-100.0,125.0,0.4
2096,300.0,300.0,175.0,0.4
2097,-200.0,-200.0,50.0,1.0
2098,200.0,-300.0,125.0,0.2
2099,100.0,100.0,25.0,0.6
2100,400.0,300.0,150.0,0.2
2101,400.0,100.0,50.0,0.2
2102,-200.0,0.0,150.0,0.8
2103,-400.0,300.0,75.0,0.6
2104,-300.0,300.0,25.0,0.2
2105,-100.0,-100.0,75.0,0.4
2106,200.0,-200.0,100.0,0.6
2107,100.0,400.0,175.0,1.0
2108,-100.0,-100.0,125.0,0.6
2109,-400.0,300.0,175.0,0.6
2110,-300.0,100.0,50.0,1.0
2111,200.0,-400.0,175.0,1.0
2112,-200.0,-200.0,100.0,1.0
2113,200.0,-200.0,100.0,1.0
2114,0.0,100.0,25.0,0.2
2115,400.0,300.0,150.0,0.4
2116,0.0,-400.0,50.0,1.0
2117,200.0,-100.0,100.0,0.6
2118,-400.0,-300.0,100.0,0.2
2119,-300.0,-300.0,175.0,0.2
2120,100.0,200.0,175.0,0.8
2121,100.0,100.0,150.0,0.6
2122,200.0,300.0,50.0,1.0
2123,400.0,300.0,50.0,0.2
2124,100.0,400.0,125.0,0.6
2125,-300.0,-100.0,100.0,0.2
2126,-200.0,0.0,100.0,1.0
2127,-400.0,100.0,150.0,1.0
2128,-200.0,-400.0,25.0,1.0
2129,-300.0,-400.0,25.0,1.0
2130,-200.0,-200.0,25.0,0.6
2131,300.0,-400.0,125.0,0.2
2132,300.0,-100.0,50.0,0.4
2133,0.0,300.0,175.0,0.6
2134,-300.0,100.0,75.0,0.2
2135,100.0,300.0,25.0,0.6
2136,0.0,-200.0,175.0,0.8
2137,300.0,-200.0,175.0,0.2
2138,-100.0,-100.0,75.0,1.0
2139,100.0,-400.0,50.0,0.8
2140,100.0,-100.0,100.0,0.4
2141,-100.0,200.0,50.0,0.4
2142,0.0,300.0,125.0,0.6
2143,100.0,400.0,100.0,0.4
2144,-400.0,-300.0,100.0,0.4
2145,300.0,100.0,100.0,0.6
2146,0.0,100.0,175.0,0.6
2147,-400.0,300.0,75.0,0.2
2148,100.0,100.0,150.0,1.0
2149,-200.0,300.0,25.0,0.6
2150,100.0,0.0,50.0,0.6
2151,-400.0,400.0,100.0,0.4
2152,100.0,100.0,125.0,0.4
2153,-200.0,200.0,175.0,0.2
2154,-100.0,400.0,175.0,1.0
2155,-200.0,-100.0,100.0,1.0
2156,300.0,200.0,75.0,0.8
2157,-100.0,-300.0,150.0,1.0
